,name,orgs_name,gists,following,public repos,followers,Deep Learning Community,contributions,year
1264,blandinw,2,4,3,26,93,Caffe2,2,8
1265,Maratyszcza,2,3,1,29,331,Caffe2,45,7
1266,mlappelbaum,0,0,0,4,0,Caffe2,2,3
1267,MisterTea,1,0,1,68,111,Caffe2,2,8
1268,rbgirshick,0,0,0,14,3632,Caffe2,5,7
1269,aaronmarkham,0,3,3,10,13,Caffe2,1,5
1270,supertetelman,0,0,4,25,4,Caffe2,1,7
1271,ajinkyakolhe112,2,3,21,21,27,Caffe2,1,5
1272,abjurato,0,6,1,16,2,Caffe2,1,3
1273,orionr,0,0,4,23,12,Caffe2,44,9
1274,csarron,1,17,51,24,59,Caffe2,1,4
1275,ashwinb,0,5,0,3,11,Caffe2,1,10
1276,cbalint13,0,0,3,15,27,Caffe2,1,5
1277,brettkoonce,0,1,12,40,8,Caffe2,1,3
1278,bwasti,1,5,1,23,65,Caffe2,191,5
1279,anshulverma,1,0,17,76,49,Caffe2,4,6
1280,kennyhorror,1,0,3,4,5,Caffe2,41,7
1281,CSLJXing,0,0,9,8,6,Caffe2,1,5
1282,chalisegrogan,0,7,17,4,11,Caffe2,1,6
1283,thinkski,0,7,19,46,7,Caffe2,1,6
1284,jhcross,0,0,0,3,7,Caffe2,40,3
1285,danqing,0,6,1,18,70,Caffe2,1,5
1286,eddiesmo,0,3,3,4,4,Caffe2,1,2
1287,econti,0,0,11,9,34,Caffe2,1,6
1288,pjh5,0,0,0,13,1,Caffe2,38,4
1289,eugene-kharitonov,0,0,2,6,0,Caffe2,1,2
1290,avaneyev,0,0,0,4,0,Caffe2,4,5
1291,facebook-github-bot,0,0,0,0,691,Caffe2,1,4
1292,girifb,0,0,0,1,0,Caffe2,1,0
1293,gfursin,1,0,6,14,25,Caffe2,1,4
1294,HBadertscher,1,1,16,19,15,Caffe2,1,6
1295,herry13,0,39,4,21,10,Caffe2,1,8
1296,jerryzh168,0,0,40,10,19,Caffe2,37,5
1297,hskang9,1,13,82,145,32,Caffe2,1,3
1298,jpowie01,0,0,9,16,12,Caffe2,1,4
1299,JammyZhou,0,1,0,21,0,Caffe2,1,4
1300,jasjuang,0,0,0,31,8,Caffe2,1,3
1301,igorsugak,0,0,0,7,1,Caffe2,4,4
1302,jay-mahadeokar,1,1,5,13,64,Caffe2,1,8
1303,ilia-cher,0,0,0,1,1,Caffe2,36,1
1304,jeffdunn,0,0,0,0,0,Caffe2,1,3
1305,thinxer,1,15,59,30,127,Caffe2,1,9
1306,junluan,0,0,10,9,15,Caffe2,1,5
1307,KaimingHe,0,0,0,2,3376,Caffe2,1,3
1308,leonmasopust,0,0,0,2,1,Caffe2,1,2
1309,mboyd1017,0,0,0,3,5,Caffe2,1,8
1310,malekdoghman,0,0,0,2,0,Caffe2,1,3
1311,mnaumovfb,0,0,0,0,0,Caffe2,1,0
1312,JoelMarcey,0,43,10,34,67,Caffe2,4,5
1313,mayankrana,0,0,7,4,9,Caffe2,1,6
1314,hlu1,0,0,0,9,0,Caffe2,33,3
1315,russoue,0,0,0,1,3,Caffe2,1,4
1316,nayoo,0,0,0,1,1,Caffe2,1,4
1317,nicodjimenez,2,2,22,18,144,Caffe2,1,6
1318,nicolasvasilache,1,2,6,20,138,Caffe2,1,4
1319,nlaptev,0,0,2,8,17,Caffe2,1,4
1320,pengbo-learn,0,0,3,6,0,Caffe2,1,1
1321,philippv,0,0,0,0,14,Caffe2,1,6
1322,wqfish,0,0,7,11,7,Caffe2,1,7
1323,soumith,4,48,402,140,5391,Pytorch,1047,6
1324,apaszke,2,14,11,51,963,Pytorch,800,5
1325,ebetica,0,7,8,45,45,Pytorch,11,5
1326,salexspb,0,0,0,3,6,Pytorch,76,2
1327,SeanNaren,0,2,38,7,132,Pytorch,4,4
1328,avmgithub,0,0,0,12,2,Pytorch,4,4
1329,lazypanda1,0,0,0,4,0,Pytorch,4,0
1330,lynic,0,0,1,22,6,Pytorch,4,5
1331,rguthrie3,0,3,7,12,139,Pytorch,4,4
1332,vfdev-5,0,29,38,124,21,Pytorch,4,6
1333,brettkoonce,0,1,12,40,8,Pytorch,4,3
1334,rachtsingh,0,19,4,30,20,Pytorch,4,6
1335,eLvErDe,1,0,7,64,26,Pytorch,3,6
1336,SsnL,0,3,13,38,52,Pytorch,159,5
1337,kittipatv,1,0,0,6,3,Pytorch,70,4
1338,aam-at,0,1,7,13,55,Pytorch,3,8
1339,allenye0119,0,19,32,8,23,Pytorch,3,3
1340,yayitsamyzhang,0,0,0,6,0,Pytorch,3,4
1341,andrewjcg,0,2,0,4,4,Pytorch,3,7
1342,aron-bordin,5,20,4,38,363,Pytorch,3,5
1343,cliffwoolley,0,0,0,2,13,Pytorch,3,4
1344,danzimm,1,12,20,59,96,Pytorch,3,9
1345,dbermond,0,0,0,6,0,Pytorch,3,3
1346,koraykv,1,0,4,22,294,Pytorch,69,7
1347,neerajprad,0,4,1,10,17,Pytorch,11,6
1348,nitsky,0,1,2,13,21,Pytorch,3,8
1349,hoangmit,0,0,0,2,2,Pytorch,3,6
1350,elistevens,1,3,5,17,11,Pytorch,3,9
1351,leemgs,0,0,4,49,8,Pytorch,3,9
1352,kohr-h,1,2,6,25,8,Pytorch,3,5
1353,howard0su,0,0,1,66,13,Pytorch,3,7
1354,asaadaldien,0,0,1,10,3,Pytorch,68,7
1355,IoannisAntonoglou,0,0,0,10,16,Pytorch,3,6
1356,isacarnekvist,0,0,0,38,3,Pytorch,3,5
1357,Jiaming-Liu,0,1,1,16,21,Pytorch,3,3
1358,GeorgOstrovski,0,0,0,17,18,Pytorch,11,4
1359,malmaud,0,5,4,70,91,Pytorch,3,7
1360,supakjk,0,0,3,5,1,Pytorch,3,4
1361,y0ast,0,2,19,16,188,Pytorch,3,8
1362,jspisak,0,0,1,10,3,Pytorch,3,3
1363,yangky11,0,2,35,17,27,Pytorch,3,5
1364,ajtulloch,0,190,80,102,773,Pytorch,68,7
1365,kylefernandes,0,0,0,0,0,Pytorch,3,2
1366,lucasb-eyer,3,9,19,70,117,Pytorch,3,6
1367,lukealonso,1,1,0,14,14,Pytorch,3,8
1368,MlWoo,0,1,11,20,7,Pytorch,3,2
1369,jeffdonahue,1,17,1,14,315,Pytorch,10,7
1370,mys007,0,0,0,22,14,Pytorch,3,5
1371,keskarnitish,0,4,14,26,30,Pytorch,3,5
1372,albanie,0,6,23,84,131,Pytorch,3,5
1373,peterjc123,0,3,3,15,135,Pytorch,68,4
1374,csummersea,0,0,0,0,0,Pytorch,3,5
1375,varunagrawal,1,23,44,113,47,Pytorch,3,7
1376,mraway,0,0,0,5,0,Pytorch,3,6
1377,andreh7,0,6,0,36,1,Pytorch,3,6
1378,bottler,0,0,2,13,8,Pytorch,3,7
1379,goldsborough,0,146,159,71,395,Pytorch,66,4
1380,kmatzen,0,7,1,3,44,Pytorch,10,9
1381,liboyue,0,0,2,7,5,Pytorch,3,5
1382,samehkhamis,1,0,9,48,29,Pytorch,3,7
1383,brunoalr,0,0,5,5,2,Pytorch,3,6
1384,caogang,0,0,0,12,32,Pytorch,3,6
1385,dzyong,0,0,2,2,0,Pytorch,3,4
1386,anibali,0,6,6,79,21,Pytorch,2,8
1387,aromnvidia,0,0,0,2,0,Pytorch,2,1
1388,amartya18x,0,4,10,32,16,Pytorch,2,4
1389,ngimel,0,1,0,15,50,Pytorch,60,3
1390,Amir-Arsalan,0,0,151,4,28,Pytorch,2,5
1391,0mp,1,4,80,75,40,Pytorch,10,4
1392,Magic-Bubble,1,0,0,13,46,Pytorch,2,3
1393,calvinleenyc,0,0,1,7,6,Pytorch,2,4
1394,tunz,3,0,57,9,231,Pytorch,2,4
1395,mrharicot,0,0,0,5,47,Pytorch,2,5
1396,darrengarvey,1,1,35,54,37,Pytorch,2,8
1397,gchanan,0,11,0,19,67,Pytorch,560,5
1398,VirrageS,0,2,1,15,15,Pytorch,59,5
1399,davidmascharka,0,0,2,4,27,Pytorch,2,5
1400,dhpollack,0,22,12,36,18,Pytorch,2,8
1401,davidsaxton,0,0,0,8,2,Pytorch,2,3
1402,chsasank,0,4,5,42,93,Pytorch,10,4
1403,agrawaldevesh,0,0,1,0,1,Pytorch,2,2
1404,dirkweissenborn,1,0,0,22,35,Pytorch,2,6
1405,edouardelasalles,0,0,5,5,4,Pytorch,2,3
1406,ejoebstl,2,1,20,31,37,Pytorch,2,6
1407,eklitzke,2,177,98,244,318,Pytorch,2,10
1408,harouwu,0,0,13,29,11,Pytorch,59,5
1409,fricc33,0,0,0,0,0,Pytorch,2,1
1410,guillaumekln,2,0,3,26,36,Pytorch,2,5
1411,gokceneraslan,1,12,50,97,178,Pytorch,2,7
1412,HengCV,0,0,0,0,3,Pytorch,2,6
1413,tomdz,0,5,30,58,64,Pytorch,10,9
1414,ir413,4,0,32,4,75,Pytorch,2,4
1415,IraKorshunova,0,0,22,16,74,Pytorch,2,5
1416,MisterTea,1,0,1,68,111,Pytorch,2,8
1417,JoelMarcey,0,43,10,34,67,Pytorch,2,5
1418,andreaskoepf,1,14,94,14,68,Pytorch,57,4
1419,jgehring,1,8,16,28,86,Pytorch,2,9
1420,jjh42,1,9,8,61,58,Pytorch,2,8
1421,longjon,0,0,0,10,207,Pytorch,2,7
1422,jmp84,0,0,0,11,3,Pytorch,2,7
1423,nzw0301,1,46,46,27,58,Pytorch,2,4
1424,andresy,1,1,0,22,332,Pytorch,140,8
1425,kevinzakka,0,1,34,26,188,Pytorch,2,3
1426,Kongsea,0,3,9,57,12,Pytorch,2,5
1427,dominikgrewe,1,0,0,7,101,Pytorch,56,6
1428,DeNeutoy,0,1,3,24,63,Pytorch,2,3
1429,mdraw,4,2,12,27,7,Pytorch,2,4
1430,matzeox,0,0,0,6,0,Pytorch,2,5
1431,bermanmaxim,0,8,7,50,16,Pytorch,2,5
1432,kmike,10,65,0,143,717,Pytorch,2,9
1433,Naman-ntc,0,0,24,10,6,Pytorch,2,2
1434,nhynes,0,5,4,53,33,Pytorch,2,6
1435,bwasti,1,5,1,23,65,Pytorch,193,5
1436,CDLuminate,3,0,90,11,72,Pytorch,10,5
1437,fmassa,1,4,4,23,250,Pytorch,56,4
1438,nicolasvasilache,1,2,6,20,138,Pytorch,2,4
1439,ofirpress,0,0,1,11,9,Pytorch,2,2
1440,BestSonny,0,1,19,44,73,Pytorch,2,5
1441,paulineluc,0,0,2,4,7,Pytorch,2,2
1442,PraveerSINGH,0,1,24,12,6,Pytorch,2,3
1443,quanvuong,0,4,0,32,3,Pytorch,2,4
1444,rathir,0,0,0,0,0,Pytorch,2,2
1445,rishirajsinghjhelumi,0,0,8,36,19,Pytorch,2,6
1446,ArEsKay3,0,0,0,4,1,Pytorch,2,4
1447,chenyuntc,0,8,5,38,533,Pytorch,10,4
1448,albanD,2,4,7,34,54,Pytorch,54,4
1449,stsievert,4,20,30,113,82,Pytorch,2,6
1450,smessmer,1,0,0,31,9,Pytorch,2,6
1451,sergomezcol,0,0,5,8,31,Pytorch,2,5
1452,shagunsodhani,3,69,38,131,444,Pytorch,2,6
1453,shenxiul,0,0,0,5,9,Pytorch,2,4
1454,lospooky,0,1,12,14,2,Pytorch,2,4
1455,Swetko,0,0,0,2,0,Pytorch,2,3
1456,taehoonlee,2,0,73,23,142,Pytorch,2,5
1457,tejaskhot,0,8,8,41,18,Pytorch,2,4
1458,bunelr,1,15,26,21,27,Pytorch,9,5
1459,aazzolini,0,0,0,2,0,Pytorch,52,0
1460,blandinw,2,4,3,26,93,Pytorch,2,8
1461,zkolter,0,0,0,1,11,Pytorch,2,6
1462,andrewgiessel,2,55,38,26,39,Pytorch,2,7
1463,KaiyuYue,0,0,12,3,0,Pytorch,2,2
1464,bdfhjk,0,0,1,21,6,Pytorch,2,6
1465,Maratyszcza,2,3,1,29,331,Pytorch,51,7
1466,diz-vara,0,0,0,79,14,Pytorch,2,4
1467,greaber,0,0,7,16,0,Pytorch,2,4
1468,j-wilson,0,0,20,2,21,Pytorch,2,5
1469,tkoeppe,0,0,0,11,28,Pytorch,9,4
1470,jcatana,0,0,0,3,0,Pytorch,2,4
1471,jia-kai,1,4,3,26,81,Pytorch,2,6
1472,mlappelbaum,0,0,0,4,0,Pytorch,2,3
1473,nkoumchatzky,0,0,4,4,9,Pytorch,2,4
1474,stooloveu,1,0,0,7,2,Pytorch,2,3
1475,theweiho,0,0,0,2,13,Pytorch,2,4
1476,sjeaugey,1,0,0,5,9,Pytorch,50,3
1477,ironmaniiith,2,9,17,26,71,Pytorch,1,4
1478,aaronmarkham,0,3,3,10,13,Pytorch,1,5
1479,ajschumacher,1,20,416,240,280,Pytorch,1,7
1480,elikosan,0,0,0,33,3,Pytorch,8,2
1481,abhiskk,0,9,13,11,44,Pytorch,1,5
1482,AceCoooool,0,0,234,19,29,Pytorch,1,2
1483,achalddave,1,24,20,92,44,Pytorch,1,7
1484,ajfisch,0,1,0,4,38,Pytorch,1,3
1485,mccajm,0,0,16,11,3,Pytorch,1,5
1486,kosklain,0,0,0,12,14,Pytorch,1,7
1487,orionr,0,0,4,23,12,Pytorch,49,9
1488,adi,0,0,4,39,12,Pytorch,1,3
1489,ajinkyakolhe112,2,3,21,21,27,Pytorch,1,5
1490,alexholdenmiller,2,0,0,10,376,Pytorch,1,7
1491,ffjiang,0,0,5,10,9,Pytorch,8,5
1492,AlexanderRadionov,0,0,0,1,0,Pytorch,1,2
1493,alexis-jacq,2,1,23,53,74,Pytorch,1,4
1494,alschua,0,0,0,0,0,Pytorch,1,3
1495,anastasiuspernat,0,0,1,10,2,Pytorch,1,6
1496,abjurato,0,6,1,16,2,Pytorch,1,3
1497,mrdrozdov,0,115,27,23,57,Pytorch,1,6
1498,colesbury,2,29,0,64,433,Pytorch,554,7
1499,sf-wind,0,0,0,21,6,Pytorch,49,5
1500,amrobbins,0,0,0,1,0,Pytorch,1,2
1501,andriigrynenko,0,0,2,1,10,Pytorch,1,4
1502,zou3519,1,20,5,30,20,Pytorch,134,5
1503,asoltysik,0,9,1,12,3,Pytorch,1,2
1504,ankitkv,2,1,6,16,45,Pytorch,1,5
1505,ar-nowaczynski,0,0,0,2,0,Pytorch,1,2
1506,csarron,1,17,51,24,59,Pytorch,1,4
1507,acburigo,0,0,5,8,12,Pytorch,1,2
1508,ashwinb,0,5,0,3,11,Pytorch,1,10
1509,xianjiec,0,0,1,4,13,Pytorch,48,6
1510,atabakd,0,2,3,27,8,Pytorch,1,5
1511,atulkum,0,1,0,30,10,Pytorch,1,8
1512,iamaziz,0,18,41,39,53,Pytorch,1,5
1513,meyering,0,0,0,3,36,Pytorch,8,7
1514,cbalint13,0,0,3,15,27,Pytorch,1,5
1515,bartolsthoorn,0,45,26,23,26,Pytorch,1,9
1516,bartvm,2,40,0,50,107,Pytorch,1,6
1517,bstriner,0,5,1,54,144,Pytorch,1,3
1518,btgraham,0,0,1,6,125,Pytorch,1,3
1519,BenFielding,0,0,14,3,4,Pytorch,1,6
1520,lantiga,3,12,117,43,144,Pytorch,47,8
1521,Jokeren,1,2,18,36,40,Pytorch,47,6
1522,adamlerer,0,0,2,25,49,Pytorch,44,5
1523,pjh5,0,0,0,13,1,Pytorch,44,4
1524,jonmorton,0,0,1,6,3,Pytorch,8,2
1525,kennyhorror,1,0,3,4,5,Pytorch,43,7
1526,csarofeen,0,4,3,17,16,Pytorch,42,2
1527,nicholas-leonard,4,0,288,67,653,Pytorch,42,5
1528,alykhantejani,1,3,17,26,111,Pytorch,41,7
1529,ezyang,3,36,2,141,676,Pytorch,453,10
1530,yf225,0,55,5,22,20,Pytorch,41,5
1531,jhcross,0,0,0,3,7,Pytorch,40,3
1532,andrewwdye,0,0,0,3,4,Pytorch,39,5
1533,jerryzh168,0,0,40,10,19,Pytorch,38,5
1534,szagoruyko,1,38,22,79,796,Pytorch,35,5
1535,Stonesjtu,0,2,19,28,13,Pytorch,8,5
1536,ilia-cher,0,0,0,1,1,Pytorch,34,1
1537,hlu1,0,0,0,9,0,Pytorch,33,3
1538,borisfom,0,0,4,23,25,Pytorch,32,3
1539,yinghai,0,0,2,14,5,Pytorch,30,7
1540,anderspapitto,2,9,5,32,24,Pytorch,30,6
1541,zdevito,0,3,0,17,146,Pytorch,331,8
1542,fritzo,4,3,23,38,88,Pytorch,29,7
1543,wesolwsk,0,0,0,0,2,Pytorch,28,4
1544,viswanathgs,1,7,71,29,165,Pytorch,27,9
1545,chocjy,0,0,0,9,8,Pytorch,27,6
1546,ailzhang,0,1,6,10,10,Pytorch,12,5
1547,idning,0,4,46,65,286,Pytorch,8,6
1548,pavanky,3,46,40,47,85,Pytorch,27,8
1549,enosair,0,1,10,4,9,Pytorch,27,5
1550,benzyx,0,0,7,10,7,Pytorch,26,5
1551,jucor,0,4,2,54,39,Pytorch,26,7
1552,akfidjeland,0,0,1,28,42,Pytorch,25,7
1553,urikz,0,0,2,11,16,Pytorch,24,6
1554,martinraison,1,3,1,22,52,Pytorch,24,6
1555,BIT-silence,0,0,34,12,21,Pytorch,24,5
1556,vishwakftw,0,0,7,7,23,Pytorch,23,2
1557,BTNC,0,0,8,18,5,Pytorch,22,3
1558,zem7,0,0,0,1,0,Pytorch,8,1
1559,nluehr,0,0,0,5,10,Pytorch,21,6
1560,li-roy,0,0,0,3,1,Pytorch,21,4
1561,hughperkins,2,82,6,188,525,Pytorch,20,9
1562,pietern,1,79,4,35,407,Pytorch,218,10
1563,boryiingsu,0,0,0,2,0,Pytorch,19,4
1564,volkhin,1,1,38,22,67,Pytorch,18,9
1565,jytug,0,1,0,18,4,Pytorch,18,4
1566,leonbottou,0,0,0,1,45,Pytorch,18,7
1567,bamos,5,11,48,36,1270,Pytorch,18,7
1568,timharley,0,0,0,15,11,Pytorch,17,5
1569,t-vi,0,8,0,10,24,Pytorch,8,2
1570,Kaixhin,4,15,244,31,403,Pytorch,17,7
1571,teng-li,0,0,2,3,3,Pytorch,17,4
1572,killeent,0,39,14,29,58,Pytorch,204,5
1573,prigoyal,1,1,25,9,131,Pytorch,16,3
1574,jspark1105,0,0,0,14,23,Pytorch,16,5
1575,wickedfoo,0,0,0,5,40,Pytorch,15,6
1576,heslami,0,0,0,4,0,Pytorch,14,3
1577,sdmonov,0,0,1,6,3,Pytorch,14,3
1578,romain-intel,0,0,0,5,3,Pytorch,13,6
1579,wutao27,0,0,1,11,4,Pytorch,13,6
1580,ezineo,0,0,6,22,3,Pytorch,8,4
1581,kuttas,0,0,0,2,1,Pytorch,13,7
1582,pooyadavoodi,0,1,3,15,5,Pytorch,13,4
1583,lukeyeager,0,11,111,49,249,Pytorch,104,7
1584,dpacgopinath,0,0,5,5,9,Pytorch,7,6
1585,gsethi523,2,0,0,1,12,Pytorch,7,4
1586,willyd,0,4,6,80,68,Pytorch,7,7
1587,fidlej,0,3,2,53,51,Pytorch,7,9
1588,jonathantompson,0,4,28,39,143,Pytorch,7,6
1589,alicanb,0,3,5,16,6,Pytorch,12,7
1590,elanmart,0,0,0,30,20,Pytorch,7,3
1591,lanpa,0,11,15,24,74,Pytorch,7,6
1592,bddppq,3,3,0,25,41,Pytorch,100,4
1593,vedanuj,0,0,1,9,5,Pytorch,7,3
1594,kmul00,0,1,3,7,16,Pytorch,7,4
1595,zakattacktwitter,0,1,1,15,15,Pytorch,7,5
1596,Atcold,0,8,4,44,345,Pytorch,6,6
1597,dutran,0,0,0,1,78,Pytorch,6,6
1598,JohnRambo,0,1,0,10,0,Pytorch,6,7
1599,Erotemic,0,33,0,72,40,Pytorch,6,5
1600,cpuhrsch,0,0,0,2,8,Pytorch,12,6
1601,kevinwilfong,0,0,0,5,1,Pytorch,6,5
1602,slayton58,0,0,0,6,11,Pytorch,96,5
1603,vlasenkov,0,6,0,9,11,Pytorch,6,3
1604,kingohm,0,0,0,0,0,Pytorch,6,3
1605,yfeldblum,0,13,2,8,29,Pytorch,6,9
1606,yongjik,0,0,0,3,5,Pytorch,6,1
1607,jekbradbury,1,0,0,21,140,Pytorch,6,3
1608,ruotianluo,0,3,209,51,591,Pytorch,6,3
1609,haychris,0,0,2,27,9,Pytorch,5,5
1610,dzhulgakov,3,0,0,7,83,Pytorch,94,2
1611,yunjey,0,7,18,32,1130,Pytorch,12,3
1612,deltheil,1,47,39,32,106,Pytorch,5,8
1613,davinwang,0,0,0,7,4,Pytorch,5,5
1614,ygdx,0,0,0,4,0,Pytorch,5,3
1615,DmitryUlyanov,0,11,9,46,573,Pytorch,5,4
1616,fehiepsi,0,14,6,47,12,Pytorch,5,5
1617,edgarriba,3,7,14,60,104,Pytorch,5,5
1618,sighingnow,2,26,407,78,81,Pytorch,5,4
1619,hycis,0,0,4,44,67,Pytorch,5,5
1620,jamesr66a,1,8,32,47,37,Pytorch,91,5
1621,freedomtan,0,4,5,39,21,Pytorch,5,5
1622,d11,0,0,13,23,24,Pytorch,12,10
1623,manojkris,0,0,0,1,0,Pytorch,5,0
1624,xianxl,0,0,0,0,0,Pytorch,5,0
1625,zuoxingdong,0,0,0,12,48,Pytorch,5,2
1626,Wakeupbuddy,0,1,78,24,18,Pytorch,5,6
1627,wat3rBro,0,0,0,4,0,Pytorch,5,3
1628,Teaonly,0,11,112,16,356,Pytorch,5,6
1629,onnxbot,0,0,0,1,2,Pytorch,88,1
1630,ronrest,0,6,20,59,38,Pytorch,5,3
1631,goelhardik,0,1,1,12,16,Pytorch,5,3
1632,ozancaglayan,1,16,101,35,149,Pytorch,5,8
1633,jackielxu,0,0,10,21,8,Pytorch,11,4
1634,stegben,0,7,25,104,37,Pytorch,5,4
1635,ethanluoyc,0,1,102,78,44,Pytorch,5,5
1636,ajabri,0,0,3,12,79,Pytorch,4,6
1637,huihuifan,0,1,2,15,7,Pytorch,4,6
1638,anshulverma,1,0,17,76,49,Pytorch,4,6
1639,aosokin,2,0,4,23,72,Pytorch,4,6
1640,Yangqing,8,4,12,42,3378,Pytorch,563,7
1641,houseroad,2,1,15,12,19,Pytorch,85,1
1642,avaneyev,0,0,0,4,0,Pytorch,4,5
1643,arnaudchauveur,0,1,1,3,6,Pytorch,4,6
1644,glogowski-wojciech,0,1,0,4,0,Pytorch,11,4
1645,kashif,1,28,53,126,172,Pytorch,4,10
1646,fbesse,0,0,0,8,7,Pytorch,4,5
1647,hgaiser,1,24,1,25,25,Pytorch,4,7
1648,igorsugak,0,0,0,7,1,Pytorch,4,4
1649,jfsantos,2,34,56,179,161,Pytorch,4,10
1650,clementfarabet,1,2,18,83,569,Pytorch,78,8
1651,rayleichen,0,0,0,1,0,Pytorch,4,3
1652,donglixp,0,6,84,4,69,Pytorch,4,7
1653,pestevez,0,0,0,2,2,Pytorch,4,2
1654,rbgirshick,0,0,0,14,3632,Pytorch,4,7
